jday	Time	u_ref	t_ref	D_ref	precip	Qpar	t_canopy	D_canopy	p_atm	CO2_atm	t_surface	t_soil	t_root	Zw	xylem_capacity_multiplier	NEEobs	Ecobs
2018124	6.5	0.85	19.98	1.14	0	151.6	19.98	1.14	83.7	380	19.98	19.98	19.98	10	1	-999	-999
2018124	7	0.85	21.06	1.03	0	156.9	21.06	1.03	83.7	380	21.06	21.06	21.06	10	1	-999	-999
2018124	7.5	0.85	21.39	1.45	0	186.8	21.39	1.45	83.7	380	21.39	21.39	21.39	10	1	-999	-999
2018124	8	0.85	22.5	1.61	0	206.3	22.5	1.61	83.7	380	22.5	22.5	22.5	10	1	-999	-999
2018124	8.5	0.85	22.15	1.5	0	162.8	22.15	1.5	83.7	380	22.15	22.15	22.15	10	1	-999	-999
2018124	9	0.85	23.48	1.8	0	223.8	23.48	1.8	83.7	380	23.48	23.48	23.48	10	1	-999	-999
2018124	9.5	0.85	23.38	2.01	0	216.1	23.38	2.01	83.7	380	23.38	23.38	23.38	10	1	-999	-999
2018124	10	0.85	25.56	2.34	0	1074	25.56	2.34	83.7	380	25.56	25.56	25.56	10	1	-999	-999
2018124	10.5	0.85	26.58	2.57	0	826	26.58	2.57	83.7	380	26.58	26.58	26.58	10	1	-999	-999
2018124	11	0.85	27.69	2.88	0	232.7	27.69	2.88	83.7	380	27.69	27.69	27.69	10	1	-999	-999
2018124	11.5	0.85	29.15	2.95	0	996	29.15	2.95	83.7	380	29.15	29.15	29.15	10	1	-999	-999
2018124	12	0.85	27.19	2.54	0	534.9	27.19	2.54	83.7	380	27.19	27.19	27.19	10	1	-999	-999
2018124	12.5	0.85	28.77	2.9	0	1126	28.77	2.9	83.7	380	28.77	28.77	28.77	10	1	-999	-999
2018124	13	0.85	29.45	3.11	0	242.5	29.45	3.11	83.7	380	29.45	29.45	29.45	10	1	-999	-999
2018124	13.5	0.85	30.92	3.42	0	825	30.92	3.42	83.7	380	30.92	30.92	30.92	10	1	-999	-999
2018124	14	0.85	30.88	3.43	0	741.2	30.88	3.43	83.7	380	30.88	30.88	30.88	10	1	-999	-999
2018124	14.5	0.85	30.1	3.21	0	188.3	30.1	3.21	83.7	380	30.1	30.1	30.1	10	1	-999	-999
2018124	15	0.85	27.8	2.66	0	397.6	27.8	2.66	83.7	380	27.8	27.8	27.8	10	1	-999	-999
2018124	15.5	0.85	27.83	2.61	0	303.3	27.83	2.61	83.7	380	27.83	27.83	27.83	10	1	-999	-999
2018124	16	0.85	28.17	2.68	0	123.1	28.17	2.68	83.7	380	28.17	28.17	28.17	10	1	-999	-999
2018124	16.5	0.85	25.44	2.3	0	245.4	25.44	2.3	83.7	380	25.44	25.44	25.44	10	1	-999	-999
2018124	17	0.85	24.49	2.12	5	287.7	24.49	2.12	83.7	380	24.49	24.49	24.49	10	1	-999	-999
2018124	17.5	0.85	23.95	1.93	0	217.4	23.95	1.93	83.7	380	23.95	23.95	23.95	10	1	-999	-999
2018124	18	0.85	23.08	1.8	0	192.1	23.08	1.8	83.7	380	23.08	23.08	23.08	10	1	-999	-999
2018124	18.5	0.85	22.2	1.69	0	159.6	22.2	1.69	83.7	380	22.2	22.2	22.2	10	1	-999	-999
2018124	19	0.85	20.55	1.41	0	152.6	20.55	1.41	83.7	380	20.55	20.55	20.55	10	1	-999	-999
2018124	19.5	0.85	21.57	1.31	0	150.7	21.57	1.31	83.7	380	21.57	21.57	21.57	10	1	-999	-999
2018124	20	0.85	21.24	1.12	0	0.124	21.24	1.12	83.7	380	21.24	21.24	21.24	10	1	-999	-999
2018124	20.5	0.85	20.19	1.01	0	0.126	20.19	1.01	83.7	380	20.19	20.19	20.19	10	1	-999	-999
2018124	21	0.85	20.81	1.01	0	0.15	20.81	1.01	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018124	21.5	0.85	20.88	1.01	0	0.142	20.88	1.01	83.7	380	20.88	20.88	20.88	10	1	-999	-999
2018124	22	0.85	20.65	0.99	0	0.137	20.65	0.99	83.7	380	20.65	20.65	20.65	10	1	-999	-999
2018124	22.5	0.85	20.77	0.97	0	0.14	20.77	0.97	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018124	23	0.85	20.85	1.02	0	0.129	20.85	1.02	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018124	23.5	0.85	20.56	0.96	0	0.115	20.56	0.96	83.7	380	20.56	20.56	20.56	10	1	-999	-999
2018125	0	0.85	20.97	1.02	0	0.121	20.97	1.02	83.7	380	20.97	20.97	20.97	10	1	-999	-999
2018125	0.5	0.85	20.48	0.98	0	0.089	20.48	0.98	83.7	380	20.48	20.48	20.48	10	1	-999	-999
2018125	1	0.85	20.9	1	0	0.11	20.9	1	83.7	380	20.9	20.9	20.9	10	1	-999	-999
2018125	1.5	0.85	20.69	1.03	0	0.118	20.69	1.03	83.7	380	20.69	20.69	20.69	10	1	-999	-999
2018125	2	0.85	20.8	1.01	0	0.089	20.8	1.01	83.7	380	20.8	20.8	20.8	10	1	-999	-999
2018125	2.5	0.85	20.83	1.03	0	0.091	20.83	1.03	83.7	380	20.83	20.83	20.83	10	1	-999	-999
2018125	3	0.85	20.84	1.05	0	0.086	20.84	1.05	83.7	380	20.84	20.84	20.84	10	1	-999	-999
2018125	3.5	0.85	20.73	1.04	0	0.083	20.73	1.04	83.7	380	20.73	20.73	20.73	10	1	-999	-999
2018125	4	0.85	20.82	1.06	0	0.086	20.82	1.06	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018125	4.5	0.85	20.78	1.06	0	0.097	20.78	1.06	83.7	380	20.78	20.78	20.78	10	1	-999	-999
2018125	5	0.85	22.03	1.18	0	154.3	22.03	1.18	83.7	380	22.03	22.03	22.03	10	1	-999	-999
2018125	5.5	0.85	20.4	1.22	0	163.9	20.4	1.22	83.7	380	20.4	20.4	20.4	10	1	-999	-999
2018125	6	0.85	21.55	1.14	0	179.6	21.55	1.14	83.7	380	21.55	21.55	21.55	10	1	-999	-999
2018125	6.5	0.85	20.94	1.23	0	189.6	20.94	1.23	83.7	380	20.94	20.94	20.94	10	1	-999	-999
2018125	7	0.85	21.37	1.46	0	190.5	21.37	1.46	83.7	380	21.37	21.37	21.37	10	1	-999	-999
2018125	7.5	0.85	22.18	1.48	0	208.6	22.18	1.48	83.7	380	22.18	22.18	22.18	10	1	-999	-999
2018125	8	0.85	22.73	1.67	0	222.1	22.73	1.67	83.7	380	22.73	22.73	22.73	10	1	-999	-999
2018125	8.5	0.85	22.95	1.77	0	181.4	22.95	1.77	83.7	380	22.95	22.95	22.95	10	1	-999	-999
2018125	9	0.85	24.39	2.09	0	225.3	24.39	2.09	83.7	380	24.39	24.39	24.39	10	1	-999	-999
2018125	9.5	0.85	25.61	2.51	0	208	25.61	2.51	83.7	380	25.61	25.61	25.61	10	1	-999	-999
2018125	10	0.85	26.32	2.36	0	1079	26.32	2.36	83.7	380	26.32	26.32	26.32	10	1	-999	-999
2018125	10.5	0.85	27.42	2.57	0	825	27.42	2.57	83.7	380	27.42	27.42	27.42	10	1	-999	-999
2018125	11	0.85	28.59	2.72	0	243.7	28.59	2.72	83.7	380	28.59	28.59	28.59	10	1	-999	-999
2018125	11.5	0.85	28.96	2.8	0	1279	28.96	2.8	83.7	380	28.96	28.96	28.96	10	1	-999	-999
2018125	12	0.85	28.21	2.7	0	419.5	28.21	2.7	83.7	380	28.21	28.21	28.21	10	1	-999	-999
2018125	12.5	0.85	28.66	2.78	0	541.6	28.66	2.78	83.7	380	28.66	28.66	28.66	10	1	-999	-999
2018125	13	0.85	26.06	2.23	0	143.9	26.06	2.23	83.7	380	26.06	26.06	26.06	10	1	-999	-999
2018125	13.5	0.85	25.75	2.18	0	353.2	25.75	2.18	83.7	380	25.75	25.75	25.75	10	1	-999	-999
2018125	14	0.85	25.11	2.21	0	432.5	25.11	2.21	83.7	380	25.11	25.11	25.11	10	1	-999	-999
2018125	14.5	0.85	25.64	2.11	0	200.4	25.64	2.11	83.7	380	25.64	25.64	25.64	10	1	-999	-999
2018125	15	0.85	25.61	2.09	0	286	25.61	2.09	83.7	380	25.61	25.61	25.61	10	1	-999	-999
2018125	15.5	0.85	24.11	1.82	0	167.2	24.11	1.82	83.7	380	24.11	24.11	24.11	10	1	-999	-999
2018125	16	0.85	22.08	1.46	0	103.7	22.08	1.46	83.7	380	22.08	22.08	22.08	10	1	-999	-999
2018125	16.5	0.85	23.83	1.73	0	220.8	23.83	1.73	83.7	380	23.83	23.83	23.83	10	1	-999	-999
2018125	17	0.85	22.97	1.77	5	199.5	22.97	1.77	83.7	380	22.97	22.97	22.97	10	1	-999	-999
2018125	17.5	0.85	22.87	1.81	0	180.7	22.87	1.81	83.7	380	22.87	22.87	22.87	10	1	-999	-999
2018125	18	0.85	22.32	1.7	0	173.2	22.32	1.7	83.7	380	22.32	22.32	22.32	10	1	-999	-999
2018125	18.5	0.85	21.49	1.58	0	156.5	21.49	1.58	83.7	380	21.49	21.49	21.49	10	1	-999	-999
2018125	19	0.85	19.8	1.27	0	146.5	19.8	1.27	83.7	380	19.8	19.8	19.8	10	1	-999	-999
2018125	19.5	0.85	21.38	1.24	0	145	21.38	1.24	83.7	380	21.38	21.38	21.38	10	1	-999	-999
2018125	20	0.85	21	1.08	0	0.137	21	1.08	83.7	380	21	21	21	10	1	-999	-999
2018125	20.5	0.85	20.48	1.07	0	0.132	20.48	1.07	83.7	380	20.48	20.48	20.48	10	1	-999	-999
2018125	21	0.85	20.87	1.09	0	0.137	20.87	1.09	83.7	380	20.87	20.87	20.87	10	1	-999	-999
2018125	21.5	0.85	20.83	1.08	0	0.137	20.83	1.08	83.7	380	20.83	20.83	20.83	10	1	-999	-999
2018125	22	0.85	20.69	1.07	0	0.11	20.69	1.07	83.7	380	20.69	20.69	20.69	10	1	-999	-999
2018125	22.5	0.85	20.85	1.08	0	0.118	20.85	1.08	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018125	23	0.85	20.56	1.05	0	0.105	20.56	1.05	83.7	380	20.56	20.56	20.56	10	1	-999	-999
2018125	23.5	0.85	20.79	1.09	0	0.097	20.79	1.09	83.7	380	20.79	20.79	20.79	10	1	-999	-999
2018126	0	0.85	20.69	1.06	0	0.102	20.69	1.06	83.7	380	20.69	20.69	20.69	10	1	-999	-999
2018126	0.5	0.85	20.76	1.06	0	0.091	20.76	1.06	83.7	380	20.76	20.76	20.76	10	1	-999	-999
2018126	1	0.85	20.7	1.05	0	0.11	20.7	1.05	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018126	1.5	0.85	20.77	1.04	0	0.097	20.77	1.04	83.7	380	20.77	20.77	20.77	10	1	-999	-999
2018126	2	0.85	20.72	1.04	0	0.089	20.72	1.04	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018126	2.5	0.85	20.75	1.05	0	0.094	20.75	1.05	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018126	3	0.85	20.72	1.04	0	0.099	20.72	1.04	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018126	3.5	0.85	20.78	1.04	0	0.094	20.78	1.04	83.7	380	20.78	20.78	20.78	10	1	-999	-999
2018126	4	0.85	20.72	1.03	0	0.086	20.72	1.03	83.7	380	20.72	20.72	20.72	10	1	-999	-999
2018126	4.5	0.85	20.75	1.03	0	0.097	20.75	1.03	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018126	5	0.85	22.16	1.15	0	149.8	22.16	1.15	83.7	380	22.16	22.16	22.16	10	1	-999	-999
2018126	5.5	0.85	20.58	1.23	0	156.2	20.58	1.23	83.7	380	20.58	20.58	20.58	10	1	-999	-999
2018126	6	0.85	21.9	1.31	0	168.6	21.9	1.31	83.7	380	21.9	21.9	21.9	10	1	-999	-999
2018126	6.5	0.85	21.61	1.21	0	170.7	21.61	1.21	83.7	380	21.61	21.61	21.61	10	1	-999	-999
2018126	7	0.85	21.18	1.31	0	200.7	21.18	1.31	83.7	380	21.18	21.18	21.18	10	1	-999	-999
2018126	7.5	0.85	21.66	1.45	0	212.6	21.66	1.45	83.7	380	21.66	21.66	21.66	10	1	-999	-999
2018126	8	0.85	22.54	1.64	0	248.1	22.54	1.64	83.7	380	22.54	22.54	22.54	10	1	-999	-999
2018126	8.5	0.85	22.06	1.62	0	122	22.06	1.62	83.7	380	22.06	22.06	22.06	10	1	-999	-999
2018126	9	0.85	23.59	1.65	0	240	23.59	1.65	83.7	380	23.59	23.59	23.59	10	1	-999	-999
2018126	9.5	0.85	23.81	1.79	0	236	23.81	1.79	83.7	380	23.81	23.81	23.81	10	1	-999	-999
2018126	10	0.85	23.9	1.9	0	145.3	23.9	1.9	83.7	380	23.9	23.9	23.9	10	1	-999	-999
2018126	10.5	0.85	24.64	2.04	0	631.3	24.64	2.04	83.7	380	24.64	24.64	24.64	10	1	-999	-999
2018126	11	0.85	26.27	2.26	0	280.9	26.27	2.26	83.7	380	26.27	26.27	26.27	10	1	-999	-999
2018126	11.5	0.85	27.58	2.62	0	1120	27.58	2.62	83.7	380	27.58	27.58	27.58	10	1	-999	-999
2018126	12	0.85	27.33	2.52	0	212	27.33	2.52	83.7	380	27.33	27.33	27.33	10	1	-999	-999
2018126	12.5	0.85	25.83	2.21	0	632.6	25.83	2.21	83.7	380	25.83	25.83	25.83	10	1	-999	-999
2018126	13	0.85	25.94	2.26	0	425.8	25.94	2.26	83.7	380	25.94	25.94	25.94	10	1	-999	-999
2018126	13.5	0.85	27.1	2.51	0	868	27.1	2.51	83.7	380	27.1	27.1	27.1	10	1	-999	-999
2018126	14	0.85	25.44	2.05	0	232.7	25.44	2.05	83.7	380	25.44	25.44	25.44	10	1	-999	-999
2018126	14.5	0.85	21.94	1.45	0	149.9	21.94	1.45	83.7	380	21.94	21.94	21.94	10	1	-999	-999
2018126	15	0.85	22.54	1.51	0	74.71	22.54	1.51	83.7	380	22.54	22.54	22.54	10	1	-999	-999
2018126	15.5	0.85	22.21	1.46	0	89.3	22.21	1.46	83.7	380	22.21	22.21	22.21	10	1	-999	-999
2018126	16	0.85	22.58	1.56	0	88.5	22.58	1.56	83.7	380	22.58	22.58	22.58	10	1	-999	-999
2018126	16.5	0.85	22.95	1.6	0	213.7	22.95	1.6	83.7	380	22.95	22.95	22.95	10	1	-999	-999
2018126	17	0.85	23.9	1.9	5	294.3	23.9	1.9	83.7	380	23.9	23.9	23.9	10	1	-999	-999
2018126	17.5	0.85	23.27	1.86	0	171.3	23.27	1.86	83.7	380	23.27	23.27	23.27	10	1	-999	-999
2018126	18	0.85	22.19	1.59	0	176.6	22.19	1.59	83.7	380	22.19	22.19	22.19	10	1	-999	-999
2018126	18.5	0.85	21.49	1.48	0	163.4	21.49	1.48	83.7	380	21.49	21.49	21.49	10	1	-999	-999
2018126	19	0.85	22.18	1.59	0	162.7	22.18	1.59	83.7	380	22.18	22.18	22.18	10	1	-999	-999
2018126	19.5	0.85	21.01	1.25	0	160.4	21.01	1.25	83.7	380	21.01	21.01	21.01	10	1	-999	-999
2018126	20	0.85	21.08	0.94	0	0.137	21.08	0.94	83.7	380	21.08	21.08	21.08	10	1	-999	-999
2018126	20.5	0.85	20.23	0.82	0	0.134	20.23	0.82	83.7	380	20.23	20.23	20.23	10	1	-999	-999
2018126	21	0.85	20.65	0.84	0	0.15	20.65	0.84	83.7	380	20.65	20.65	20.65	10	1	-999	-999
2018126	21.5	0.85	20.81	0.89	0	0.14	20.81	0.89	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018126	22	0.85	20.74	0.88	0	0.129	20.74	0.88	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018126	22.5	0.85	20.75	0.9	0	0.124	20.75	0.9	83.7	380	20.75	20.75	20.75	10	1	-999	-999
2018126	23	0.85	20.67	0.89	0	0.107	20.67	0.89	83.7	380	20.67	20.67	20.67	10	1	-999	-999
2018126	23.5	0.85	20.82	0.93	0	0.11	20.82	0.93	83.7	380	20.82	20.82	20.82	10	1	-999	-999
2018127	0	0.85	20.66	0.93	0	0.107	20.66	0.93	83.7	380	20.66	20.66	20.66	10	1	-999	-999
2018127	0.5	0.85	20.73	0.92	0	0.097	20.73	0.92	83.7	380	20.73	20.73	20.73	10	1	-999	-999
2018127	1	0.85	20.81	0.93	0	0.102	20.81	0.93	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018127	1.5	0.85	20.64	0.92	0	0.081	20.64	0.92	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018127	2	0.85	20.73	0.92	0	0.086	20.73	0.92	83.7	380	20.73	20.73	20.73	10	1	-999	-999
2018127	2.5	0.85	20.7	0.94	0	0.11	20.7	0.94	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018127	3	0.85	20.74	0.94	0	0.097	20.74	0.94	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018127	3.5	0.85	20.66	0.93	0	0.094	20.66	0.93	83.7	380	20.66	20.66	20.66	10	1	-999	-999
2018127	4	0.85	20.74	0.93	0	0.091	20.74	0.93	83.7	380	20.74	20.74	20.74	10	1	-999	-999
2018127	4.5	0.85	20.71	0.91	0	0.102	20.71	0.91	83.7	380	20.71	20.71	20.71	10	1	-999	-999
2018127	5	0.85	22.31	1.13	0	162.5	22.31	1.13	83.7	380	22.31	22.31	22.31	10	1	-999	-999
2018127	5.5	0.85	20.64	1.15	0	170.2	20.64	1.15	83.7	380	20.64	20.64	20.64	10	1	-999	-999
2018127	6	0.85	21.9	1.35	0	179.9	21.9	1.35	83.7	380	21.9	21.9	21.9	10	1	-999	-999
2018127	6.5	0.85	21.79	1.18	0	197.4	21.79	1.18	83.7	380	21.79	21.79	21.79	10	1	-999	-999
2018127	7	0.85	21.32	1.4	0	213.5	21.32	1.4	83.7	380	21.32	21.32	21.32	10	1	-999	-999
2018127	7.5	0.85	21.69	1.41	0	223.9	21.69	1.41	83.7	380	21.69	21.69	21.69	10	1	-999	-999
2018127	8	0.85	22.84	1.63	0	231.3	22.84	1.63	83.7	380	22.84	22.84	22.84	10	1	-999	-999
2018127	8.5	0.85	23.21	1.71	0	133.7	23.21	1.71	83.7	380	23.21	23.21	23.21	10	1	-999	-999
2018127	9	0.85	24.83	1.96	0	292.9	24.83	1.96	83.7	380	24.83	24.83	24.83	10	1	-999	-999
2018127	9.5	0.85	25.11	2.22	0	203.1	25.11	2.22	83.7	380	25.11	25.11	25.11	10	1	-999	-999
2018127	10	0.85	25.43	2.2	0	817	25.43	2.2	83.7	380	25.43	25.43	25.43	10	1	-999	-999
2018127	10.5	0.85	26.63	2.41	0	755.2	26.63	2.41	83.7	380	26.63	26.63	26.63	10	1	-999	-999
2018127	11	0.85	27.91	2.57	0	247.4	27.91	2.57	83.7	380	27.91	27.91	27.91	10	1	-999	-999
2018127	11.5	0.85	27.71	2.56	0	698.4	27.71	2.56	83.7	380	27.71	27.71	27.71	10	1	-999	-999
2018127	12	0.85	27.1	2.58	0	300	27.1	2.58	83.7	380	27.1	27.1	27.1	10	1	-999	-999
2018127	12.5	0.85	28.72	2.88	0	230	28.72	2.88	83.7	380	28.72	28.72	28.72	10	1	-999	-999
2018127	13	0.85	26.94	2.44	0	211.1	26.94	2.44	83.7	380	26.94	26.94	26.94	10	1	-999	-999
2018127	13.5	0.85	24.69	1.95	0	190.7	24.69	1.95	83.7	380	24.69	24.69	24.69	10	1	-999	-999
2018127	14	0.85	22.72	1.58	0	234.4	22.72	1.58	83.7	380	22.72	22.72	22.72	10	1	-999	-999
2018127	14.5	0.85	23.56	1.78	0	166.7	23.56	1.78	83.7	380	23.56	23.56	23.56	10	1	-999	-999
2018127	15	0.85	22.68	1.44	0	115.1	22.68	1.44	83.7	380	22.68	22.68	22.68	10	1	-999	-999
2018127	15.5	0.85	22.1	1.3	0	115	22.1	1.3	83.7	380	22.1	22.1	22.1	10	1	-999	-999
2018127	16	0.85	22.75	1.81	0	97.8	22.75	1.81	83.7	380	22.75	22.75	22.75	10	1	-999	-999
2018127	16.5	0.85	23.22	1.72	0	321.6	23.22	1.72	83.7	380	23.22	23.22	23.22	10	1	-999	-999
2018127	17	0.85	23.1	1.9	5	325.3	23.1	1.9	83.7	380	23.1	23.1	23.1	10	1	-999	-999
2018127	17.5	0.85	23.47	1.9	0	316.5	23.47	1.9	83.7	380	23.47	23.47	23.47	10	1	-999	-999
2018127	18	0.85	22.99	1.83	0	286.1	22.99	1.83	83.7	380	22.99	22.99	22.99	10	1	-999	-999
2018127	18.5	0.85	22.7	1.76	0	278.7	22.7	1.76	83.7	380	22.7	22.7	22.7	10	1	-999	-999
2018127	19	0.85	22.02	1.67	0	256.6	22.02	1.67	83.7	380	22.02	22.02	22.02	10	1	-999	-999
2018127	19.5	0.85	21.38	1.55	0	251.3	21.38	1.55	83.7	380	21.38	21.38	21.38	10	1	-999	-999
2018127	20	0.85	20.47	1.18	0	0.132	20.47	1.18	83.7	380	20.47	20.47	20.47	10	1	-999	-999
2018127	20.5	0.85	20.35	1.05	0	0.148	20.35	1.05	83.7	380	20.35	20.35	20.35	10	1	-999	-999
2018127	21	0.85	20.85	1.07	0	0.145	20.85	1.07	83.7	380	20.85	20.85	20.85	10	1	-999	-999
2018127	21.5	0.85	20.89	1.03	0	0.118	20.89	1.03	83.7	380	20.89	20.89	20.89	10	1	-999	-999
2018127	22	0.85	20.7	1.02	0	0.118	20.7	1.02	83.7	380	20.7	20.7	20.7	10	1	-999	-999
2018127	22.5	0.85	20.83	1.02	0	0.115	20.83	1.02	83.7	380	20.83	20.83	20.83	10	1	-999	-999
2018127	23	0.85	20.81	1.01	0	0.099	20.81	1.01	83.7	380	20.81	20.81	20.81	10	1	-999	-999
2018127	23.5	0.85	20.75	0.99	0	0.097	20.75	0.99	83.7	380	20.75	20.75	20.75	10	1	-999	-999
